0	nan
1	nan
2	nan
3	nan
4	nan
5	nan
6	nan
7	nan
8	nan
9	nan
10	8.387634720592885
11	-30.140163904642716
12	-35.79251990132772
13	-38.862053658971845
14	-41.184544172309884
15	-43.17944425467563
16	-42.1271587145185
17	-40.394239505283295
18	-38.17437048179586
19	-36.145134814435615
20	-35.28908302514669
21	-33.80685609670515
22	-32.84292885459255
23	-32.26410954354843
