3.154490000000000072e-02 nan
4.917916600000000332e-02 nan
6.681343200000000593e-02 nan
8.444769800000000159e-02 nan
1.020819639999999973e-01 nan
1.197162310000000063e-01 nan
1.373504969999999881e-01 nan
1.549847629999999976e-01 nan
1.726190290000000072e-01 nan
1.902532949999999889e-01 nan
2.078875609999999985e-01 2.667405957954126805e+01
2.255218270000000080e-01 1.117472262257103210e+01
2.431560929999999898e-01 1.080217224286308664e+01
2.607903590000000271e-01 1.576802099240641653e+01
2.784246249999999812e-01 5.748900781867192222e-01
2.960588920000000179e-01 -1.002126663632613379e+01
3.136931580000000275e-01 -1.284284141465205309e+01
3.313274239999999815e-01 -5.001009436859074953e+00
3.489616899999999911e-01 6.587646826175124204e+00
3.665959560000000006e-01 1.589366027772404166e+01
3.842302220000000101e-01 9.745803287866717568e+00
4.018644880000000197e-01 3.066921771354440551e+00
4.194987539999999737e-01 -1.440426487516527132e+00
4.371330199999999833e-01 -4.100713418220268025e+00
4.547672859999999928e-01 -5.402020966370914223e+00
4.724015529999999741e-01 -5.889033943457937070e+00
4.900358189999999836e-01 -6.167531752657623656e+00
5.076700849999999932e-01 -6.426220683605158968e+00
5.253043509999999472e-01 -6.149336912729426174e+00
5.429386170000000122e-01 -5.490260966939134235e+00
5.605728829999999663e-01 -4.568652072986626678e+00
5.782071490000000313e-01 -3.598609418612033650e+00
5.958414149999999854e-01 -3.357253283962226220e+00
6.134756810000000504e-01 -3.458518675750401172e+00
6.311099470000000045e-01 -3.828276528484918728e+00
6.487442140000000412e-01 -4.150155970544268769e+00
6.663784799999999953e-01 -4.589704775029419537e+00
6.840127459999999493e-01 -5.041106434509757150e+00
7.016470120000000144e-01 -5.073567862094909842e+00
7.192812779999999684e-01 -4.484033960797646046e+00
7.369155440000000334e-01 -4.221049505049943917e+00
7.545498099999999875e-01 -3.950247613798229196e+00
7.721840760000000525e-01 -3.526758888079418952e+00
7.898183420000000066e-01 -3.132665138872400945e+00
8.074526079999999606e-01 -2.922133564756515867e+00
8.250868749999999974e-01 -2.646861161857971823e+00
8.427211409999999514e-01 -2.576261266494199731e+00
8.603554070000000165e-01 -2.515102876578152902e+00
8.779896729999999705e-01 -2.562794336057450550e+00
8.956239390000000355e-01 -2.544179688902842074e+00
9.132582049999999896e-01 -2.507907240532393445e+00
9.308924710000000546e-01 -2.467250357298940600e+00
9.485267370000000087e-01 -2.247942018443215062e+00
9.661610029999999627e-01 -2.211365145444545988e+00
9.837952690000000278e-01 -2.076746385343675172e+00
