6.786459999999999715e-02 nan
8.547377400000000236e-02 nan
1.030829469999999942e-01 nan
1.206921209999999994e-01 nan
1.383012949999999908e-01 nan
1.559104689999999960e-01 nan
1.735196420000000017e-01 nan
1.911288160000000069e-01 nan
2.087379900000000121e-01 nan
2.263471629999999901e-01 nan
2.439563369999999953e-01 2.178949158850557311e+01
2.615655109999999728e-01 -7.776638719344354911e+00
2.791746849999999780e-01 -1.867733442384963638e+01
2.967838580000000115e-01 -1.482325747479456801e+01
3.143930320000000167e-01 -1.432222062298291299e+01
3.320022060000000219e-01 -1.964483650036491369e+01
3.496113789999999999e-01 -1.889335896289789218e+01
3.672205530000000051e-01 -1.072645202086053295e+01
3.848297270000000103e-01 3.401601318652893724e-01
4.024389010000000155e-01 3.514139993342315194e+00
4.200480739999999935e-01 7.624170617141032835e-01
4.376572479999999987e-01 -2.489553396757685277e+00
4.552664220000000039e-01 -5.768307624216419072e+00
4.728755949999999819e-01 -7.974098753852452148e+00
4.904847689999999871e-01 -9.250337627259387574e+00
5.080939429999999923e-01 -9.615093511003021121e+00
5.257031170000000531e-01 -9.289535154692746488e+00
5.433122900000000310e-01 -8.774597183229463582e+00
5.609214639999999807e-01 -8.364229947327014969e+00
5.785306380000000415e-01 -7.700024939639231292e+00
5.961398110000000194e-01 -6.558365980417498520e+00
6.137489849999999691e-01 -5.357853333657711659e+00
6.313581590000000299e-01 -4.672994617079911706e+00
6.489673329999999796e-01 -4.763014844881020338e+00
6.665765059999999576e-01 -5.093990488641807701e+00
6.841856800000000183e-01 -5.594933955599834974e+00
7.017948539999999680e-01 -5.873249482083810591e+00
7.194040269999999460e-01 -5.630086156279570986e+00
7.370132010000000067e-01 -5.485878674903496233e+00
7.546223749999999564e-01 -5.261933519294860417e+00
7.722315490000000171e-01 -4.907703627981472749e+00
7.898407219999999951e-01 -4.504469564048463326e+00
8.074498959999999448e-01 -4.083539893171689528e+00
8.250590700000000055e-01 -3.623924230484689701e+00
8.426682429999999835e-01 -3.261668467419607254e+00
8.602774170000000442e-01 -3.028995630474817347e+00
8.778865909999999939e-01 -2.970276147798156074e+00
8.954957650000000546e-01 -2.945989660646475272e+00
9.131049380000000326e-01 -2.945389650117586910e+00
9.307141119999999823e-01 -2.908757440748281908e+00
9.483232860000000430e-01 -2.855105821780611564e+00
9.659324590000000210e-01 -2.762557779369668509e+00
9.835416329999999707e-01 -2.613724113157250173e+00
1.001150806999999920e+00 -2.463979547893853095e+00
1.018759981000000092e+00 -2.351031146113175652e+00
1.036369153999999959e+00 -2.183205246048473214e+00
1.053978327999999909e+00 -2.040930011145633216e+00
1.071587502000000081e+00 -1.947208705950654206e+00
1.089196674999999948e+00 -1.916084906809015109e+00
1.106805848999999897e+00 -1.791597302790876256e+00
1.124415023000000069e+00 -1.767438799243429060e+00
1.142024197000000019e+00 -1.642510515468170951e+00
1.159633370000000108e+00 -1.585201622577535829e+00
1.177242544000000057e+00 -1.603471556845750712e+00
1.194851718000000007e+00 -1.470071440210119817e+00
1.212460891000000096e+00 -1.405886456344312307e+00
1.230070065000000046e+00 -1.329543561154629572e+00
1.247679238999999995e+00 -1.209463732358923238e+00
1.265288412999999945e+00 -1.216930818083408639e+00
1.282897586000000034e+00 -1.071867108488277154e+00
1.300506759999999984e+00 -1.052421275660865518e+00
1.318115933999999934e+00 -1.003433499921992933e+00
1.335725107000000023e+00 -9.364536914416987656e-01
1.353334280999999972e+00 -8.910327145797189985e-01
1.370943454999999922e+00 -9.413850259217433347e-01
1.388552629000000094e+00 -9.464891739595735487e-01
1.406161801999999961e+00 -8.809163630276195533e-01
1.423770975999999910e+00 -9.190650680951151230e-01
1.441380150000000082e+00 -8.990264534625147519e-01
1.458989322999999949e+00 -8.281688016257930940e-01
1.476598496999999899e+00 -7.698504206768852498e-01
1.494207671000000071e+00 -8.332035866152658343e-01
1.511816845000000020e+00 -7.201742924029765902e-01
1.529426018000000109e+00 -7.902849786236707530e-01
1.547035192000000059e+00 -6.960329631267327954e-01
1.564644366000000009e+00 -6.895027555867088154e-01
1.582253539000000098e+00 -6.240053323113734507e-01
1.599862713000000047e+00 -6.211491836084341855e-01
1.617471886999999997e+00 -5.687499188491997870e-01
1.635081060999999947e+00 -5.487741873508333867e-01
1.652690234000000036e+00 -5.093909596945493945e-01
1.670299407999999985e+00 -4.306746757922894631e-01
1.687908581999999935e+00 -4.157340389556125615e-01
1.705517755000000024e+00 -3.897837404699089348e-01
